"f01_01" "f01_02" "f01_03" "f01_04" "f02_01" "f02_02" "f02_03" "f02_04" "f03_01" "f03_02" "f03_03" "f03_04" "f04_01" "f04_02" "f04_03" "f05_01" "f05_02" "f05_03" "f06_01" "f06_02" "f06_03"
0.135949247167446 0.428656740812585 0.204584873397835 10.197949948255 0.0176988235907629 0.365466519375332 0.033384159905836 10.0201895168284 10.1005934074055 0.341110831010155 0.184289240161888 0.227572416188195 10.3227578608785 0.236308369552717 0.0965835484676063 0.303592468029819 0.337867260444909 10.4386679405579 0.00269609992392361 10.0537584776757 0.0483233777340502
0.359093966078945 0.230395825230516 0.354395459755324 10.0194007974351 0.279535753186792 0.207076287129894 0.336578616988845 10.3859474872006 10.1908854093635 0.0787203758955002 0.210936632822268 0.486383763956837 10.4848263502354 0.180612169089727 0.414669562829658 0.156595702283084 0.308225470711477 10.3649195691105 0.110212642000988 0.49007342394907 10.3151741961483
0.42295928450767 0.461088376585394 0.091201531351544 10.0403092483757 0.294759977492504 0.231438845512457 0.395551125751808 10.4766867045546 10.0764822307974 1.15681905299425e-05 0.00383468181826174 0.427653197781183 10.323721371009 0.308634647750296 0.0794045584043488 0.33148107433226 0.127872941782698 10.3564547688002 10.3574332321296 0.387875784304924 0.122746534878388
0.379873177385889 0.0467156625818461 0.478628021432087 10.233626998961 0.167902729823254 0.303287932882085 0.293084321427159 10.3918896155665 10.237777593662 0.174547107890248 0.0113868332700804 0.203608847223222 10.1003805416403 0.176051624584943 0.256790207349695 0.112352279713377 10.3470644037006 0.101760978111997 0.0772992734564468 10.4424666797277 0.317221902310848
0.344464277965017 0.483174830442294 0.244878416648135 10.3514290453168 0.410673530306667 0.439551475574262 0.321286448393948 10.2887047075201 10.4539101391565 0.155897299642675 0.0830190223641694 0.22178885829635 10.4537529197987 0.49245954270009 0.244207630050369 0.116884877788834 10.3934626734117 0.246280151885003 0.000686262501403689 0.497502829646692 10.3803481071955
0.347063290188089 0.0610175223555416 0.113711746060289 10.3274362487718 0.357663449714892 0.20990310178604 0.31077510304749 10.0686291853199 10.3044044425478 0.267067402601242 0.257427447591908 0.190574259147979 10.0628852557857 0.0170282998587936 0.45056162471883 0.110171200707555 10.1152673419565 0.21759182435926 10.4869372920366 0.326001564390026 0.0593342762440443
0.270806219195947 0.201852213474922 0.273989611421712 10.3217469648225 0.458467054879293 0.244785212446004 0.0562106032157317 10.0762268321123 10.0340036018752 0.46368944470305 0.383587827789597 0.104479750734754 10.3854599314509 0.0854614293202758 0.401435017818585 10.3360324677778 0.37410439318046 0.225662370095961 0.419689915142953 10.3988070873311 0.22047242638655
0.429708307958208 0.429846593528055 0.349920389940962 10.128115533269 0.265227073803544 0.255903930752538 0.109508782974444 10.220807177946 10.1767672916176 0.115077387541533 0.344604660756886 0.184821997536346 10.1435534353368 0.183897556387819 0.0800874151755124 10.2386700467905 0.171624339534901 0.421479294309393 0.275298501248471 0.399128353572451 10.0773063318338
0.177282730932347 0.449297132436186 0.419814774184488 10.4927561545046 0.461350391735323 0.417834545951337 0.37194275658112 10.1271611166885 10.1491889827885 0.400115371332504 0.428989846492186 0.301874884404242 10.1162076522596 0.0571256594266742 0.125196348293684 10.4542233161628 0.111955292522907 0.306455296929926 10.2409164455021 0.0425895077642053 0.495719550177455
0.260696272132918 0.355738856364042 0.123200467089191 10.1917046650779 0.284927771892399 0.483713816152886 0.491308599011973 10.1525523244636 10.3495838949457 0.106785805430263 0.303966753766872 0.0965126428054646 0.0727685572346672 10.0475967470556 0.480048368568532 0.368308487930335 0.285102855297737 10.3247556774877 0.192634618841112 10.3039215626195 0.340369706740603
